Athlete,Year,Event,Event Type,Final/Heat,Country,Age,gender,Rank,Lane,100m,100m CT,RT
Category_8,31,Category_6,World Cup,F,Category_8,18.407,m,41.314,0.74,29.145,Category_7,0.662
Category_8,23,Category_8,Olympic,SF,Category_1,21.972,m,34.921,6.218,22.468,Category_7,0.587
Category_7,30,Category_1,World Cup,H,Category_8,21.817,m,49.82,2.421,26.095,Category_9,0.617
Category_6,21,Category_9,Junior,SF,Category_8,22.605,m,21.439,1.792,25.999,Category_6,0.678
Category_9,29,Category_3,Olympic,H,Category_3,16.912,m,10.756,1.845,24.776,Category_8,0.644
Category_4,25,Category_3,Youth Olympic,F,Category_6,22.033,m,44.799,3.917,29.503,Category_5,0.757
Category_1,24,Category_4,Series,SF,Category_4,18.423,m,-11.181,0.583,28.722,Category_8,0.629
Category_8,33,Category_1,Olympic,H,Category_1,23.812,m,50.268,6.239,31.548,Category_1,0.606
Category_7,23,Category_9,Olympic,SF,Category_1,16.787,m,53.234,5.961,25.841,Category_3,0.666
Category_7,28,Category_3,World Cup,H,Category_5,21.687,m,10.121,5.959,27.798,Category_4,0.676
Category_3,22,Category_4,Youth Olympic,H,Category_8,20.304,m,73.274,7.751,26.073,Category_9,0.704
Category_4,33,Category_1,Olympic,H,Category_1,28.096,m,22.473,7.167,25.973,Category_8,0.552
Category_9,24,Category_4,World Cup,SF,Category_2,25.046,m,20.006,2.537,28.611,Category_8,0.732
Category_6,22,Category_1,25m,H,Category_7,26.1,m,13.81,6.436,31.644,Category_2,0.606
Category_5,28,Category_5,Youth Olympic,F,Category_8,17.229,m,45.371,7.513,28.99,Category_7,0.713
Category_3,32,Category_5,World Championships,SF,Category_3,18.835,m,21.321,6.781,28.756,Category_3,0.752
Category_9,20,Category_7,Junior,F,Category_8,20.404,m,-8.64,6.966,26.713,Category_6,0.698
Category_5,22,Category_8,World Championships,F,Category_1,25.157,m,42.32,4.403,28.691,Category_4,0.613
Category_5,22,Category_4,Series,SF,Category_9,21.977,m,24.188,3.177,29.411,Category_6,0.656
Category_4,26,Category_7,Youth Olympic,H,Category_2,17.321,m,63.644,4.196,24.968,Category_4,0.698
Category_4,32,Category_4,Olympic,F,Category_2,17.496,m,41.379,3.053,26.932,Category_3,0.666
Category_1,20,Category_3,World Cup,SF,Category_4,25.355,m,40.158,7.247,26.134,Category_2,0.617
Category_7,23,Category_6,Series,H,Category_3,22.111,m,61.597,5.234,25.462,Category_4,0.669
Category_9,34,Category_4,Youth Olympic,SF,Category_4,20.638,m,37.117,6.805,28.987,Category_2,0.641
Category_3,25,Category_3,Junior,SF,Category_6,20.295,m,54.942,1.204,26.328,Category_7,0.691
Category_2,28,Category_9,Youth Olympic,SF,Category_7,24.126,m,13.915,3.674,27.876,Category_1,0.617
Category_3,23,Category_5,Series,H,Category_5,16.058,m,79.69,2.248,27.894,Category_1,0.578
Category_1,25,Category_7,World Cup,F,Category_2,20.636,m,40.424,0.768,26.253,Category_5,0.619
Category_6,27,Category_6,World Championships,F,Category_3,20.883,m,-1.896,5.514,23.666,Category_7,0.588
Category_7,20,Category_5,25m,SF,Category_3,15.266,m,36.482,2.151,26.076,Category_1,0.636
Category_2,31,Category_7,World Championships,SF,Category_5,19.563,m,37.881,3.855,27.994,Category_4,0.695
Category_8,31,Category_6,World Cup,H,Category_5,29.882,m,36.108,2.38,27.501,Category_5,0.647
Category_6,27,Category_2,Series,SF,Category_4,16.966,m,-33.356,3.77,22.585,Category_2,0.663
Category_4,29,Category_3,World Cup,SF,Category_8,20.943,m,16.831,6.226,28.612,Category_7,0.619
Category_5,23,Category_2,Junior,SF,Category_6,11.827,m,-7.084,2.417,25.634,Category_4,0.665
Category_8,29,Category_3,Youth Olympic,F,Category_6,19.846,m,-6.669,3.656,28.091,Category_8,0.622
Category_3,31,Category_1,Youth Olympic,SF,Category_1,15.976,m,37.301,6.077,28.619,Category_1,0.611
Category_3,19,Category_8,World Championships,F,Category_6,18.965,m,16.465,6.454,27.868,Category_1,0.654
Category_4,26,Category_6,Series,H,Category_3,22.184,m,22.112,3.803,30.948,Category_1,0.634
Category_1,27,Category_2,25m,H,Category_6,15.763,m,6.894,5.502,29.022,Category_4,0.538
Category_9,34,Category_8,25m,F,Category_6,21.418,m,72.049,6.789,25.852,Category_1,0.661
Category_8,34,Category_6,Junior,F,Category_2,17.195,m,33.675,2.17,26.075,Category_5,0.621
Category_8,20,Category_7,World Cup,F,Category_1,14.895,m,-11.105,3.015,26.677,Category_6,0.618
Category_6,18,Category_1,Junior,F,Category_3,24.487,m,50.984,3.853,26.075,Category_7,0.727
Category_7,29,Category_7,Youth Olympic,SF,Category_5,16.443,m,22.72,5.876,27.648,Category_8,0.703
Category_6,24,Category_3,Olympic,F,Category_4,18.667,m,66.73,5.235,24.368,Category_8,0.681
Category_9,21,Category_8,Olympic,F,Category_7,18.06,m,32.3,4.934,29.857,Category_2,0.667
Category_3,27,Category_6,Olympic,F,Category_4,21.319,m,12.596,2.241,26.932,Category_4,0.692
Category_3,30,Category_4,World Cup,SF,Category_8,20.555,m,17.004,6.921,29.794,Category_7,0.647
Category_3,19,Category_8,Junior,SF,Category_7,19.737,m,21.005,3.545,24.259,Category_9,0.668
Category_3,27,Category_9,Series,SF,Category_9,17.489,m,46.564,4.117,24.267,Category_9,0.646
Category_9,21,Category_2,World Championships,H,Category_1,19.323,m,10.041,5.256,29.196,Category_3,0.67
Category_4,22,Category_6,Youth Olympic,SF,Category_5,21.637,m,68.163,9.637,25.429,Category_7,0.677
Category_7,19,Category_5,Olympic,F,Category_4,20.909,m,43.092,3.194,24.667,Category_4,0.674
Category_9,29,Category_5,Series,SF,Category_6,25.063,m,38.962,3.071,29.381,Category_9,0.648
Category_7,34,Category_3,25m,SF,Category_1,23.578,m,34.626,3.851,25.07,Category_7,0.695
Category_9,27,Category_8,Junior,F,Category_6,24.999,m,31.957,7.636,26.801,Category_6,0.655
Category_3,19,Category_8,Youth Olympic,SF,Category_1,26.021,m,-3.838,5.142,25.66,Category_9,0.654
Category_4,23,Category_5,Youth Olympic,H,Category_1,21.195,m,40.914,5.701,28.495,Category_7,0.583
Category_8,25,Category_8,25m,SF,Category_8,23.953,m,87.703,6.763,27.336,Category_8,0.626
Category_6,28,Category_8,25m,H,Category_2,21.81,m,52.353,7.553,28.83,Category_5,0.703
Category_5,29,Category_3,25m,H,Category_6,25.911,m,45.094,3.124,24.226,Category_4,0.7
Category_4,26,Category_2,Olympic,H,Category_6,13.16,m,-11.442,6.063,27.367,Category_1,0.663
Category_8,19,Category_9,Olympic,F,Category_6,19.115,m,63.649,7.615,27.041,Category_8,0.639
Category_1,25,Category_2,Junior,SF,Category_8,22.118,m,55.524,5.282,25.207,Category_6,0.671
Category_9,28,Category_9,25m,H,Category_4,22.779,m,65.978,2.756,24.582,Category_4,0.557
Category_1,21,Category_4,World Championships,H,Category_3,20.348,m,6.638,2.274,26.651,Category_3,0.671
Category_8,27,Category_2,Youth Olympic,SF,Category_6,13.542,m,21.077,5.888,26.207,Category_5,0.609
Category_4,33,Category_1,25m,F,Category_4,19.686,m,-10.033,1.933,29.416,Category_4,0.66
Category_9,25,Category_4,Youth Olympic,F,Category_2,23.798,m,-12.448,2.771,28.643,Category_7,0.674
Category_5,21,Category_9,World Cup,H,Category_6,19.115,m,16.005,3.567,25.344,Category_6,0.649
Category_3,27,Category_9,Series,F,Category_5,20.804,m,45.934,5.466,26.281,Category_3,0.698
Category_9,29,Category_4,World Cup,SF,Category_9,28.351,m,20.603,6.213,28.035,Category_1,0.636
Category_9,31,Category_9,25m,F,Category_6,19.648,m,13.362,3.025,28.275,Category_7,0.632
Category_4,33,Category_6,Youth Olympic,SF,Category_3,19.77,m,42.257,1.579,29.435,Category_5,0.692
Category_4,29,Category_1,Series,H,Category_5,21.225,m,-60.352,6.786,26.702,Category_1,0.648
Category_8,24,Category_6,World Cup,SF,Category_8,21.404,m,16.993,6.439,27.189,Category_1,0.725
Category_2,24,Category_9,25m,H,Category_9,20.978,m,42.225,5.931,22.958,Category_6,0.665
Category_9,26,Category_2,Youth Olympic,SF,Category_8,22.048,m,20.975,5.699,24.419,Category_4,0.689
Category_6,18,Category_6,25m,SF,Category_3,15.497,m,69.754,3.795,28.829,Category_8,0.706
Category_9,23,Category_2,Olympic,F,Category_9,19.92,m,13.587,4.337,24.459,Category_2,0.661
Category_8,23,Category_4,Youth Olympic,SF,Category_3,15.338,m,15.568,4.961,23.186,Category_4,0.596
Category_7,29,Category_8,World Cup,H,Category_8,20.653,m,4.284,2.697,28.519,Category_8,0.693
Category_1,29,Category_7,25m,SF,Category_9,22.923,m,10.826,5.719,25.98,Category_8,0.718
Category_3,27,Category_9,World Cup,H,Category_7,19.847,m,40.469,5.068,25.107,Category_5,0.653
Category_2,23,Category_7,25m,H,Category_4,16.503,m,55.684,4.441,23.615,Category_3,0.709
Category_5,34,Category_1,Junior,SF,Category_9,18.638,m,94.269,7.023,23.63,Category_4,0.612
Category_5,23,Category_2,World Cup,F,Category_3,27.873,m,49.075,4.525,25.867,Category_3,0.671
Category_5,27,Category_6,World Cup,SF,Category_3,26.42,m,-1.211,6.4,26.533,Category_2,0.652
Category_4,25,Category_7,World Championships,SF,Category_2,18.178,m,68.105,1.845,29.555,Category_4,0.594
Category_5,23,Category_3,Series,F,Category_3,18.157,m,46.489,6.845,26.551,Category_9,0.682
Category_3,24,Category_9,Olympic,H,Category_1,19.971,m,33.355,6.263,26.142,Category_6,0.625
Category_1,18,Category_7,World Cup,SF,Category_4,25.551,m,63.11,10.102,26.21,Category_4,0.681
Category_5,29,Category_6,Youth Olympic,F,Category_8,13.176,m,100.372,8.72,21.927,Category_1,0.62
Category_9,33,Category_6,Series,F,Category_5,18.124,m,27.118,7.082,25.772,Category_7,0.589
Category_9,27,Category_1,25m,H,Category_2,22.123,m,8.669,3.447,28.226,Category_2,0.632
Category_4,27,Category_5,Junior,F,Category_3,21.645,m,70.562,2.593,27.031,Category_6,0.711
Category_3,31,Category_3,Youth Olympic,H,Category_1,18.652,m,108.633,2.988,28.534,Category_1,0.657
Category_1,27,Category_7,Series,SF,Category_2,19.377,m,36.684,6.03,29.202,Category_7,0.666
Category_2,27,Category_3,Youth Olympic,F,Category_1,21.791,m,33.418,7.964,23.252,Category_4,0.671
Category_8,28,Category_5,Youth Olympic,SF,Category_2,18.723,m,37.464,1.79,25.422,Category_3,0.669
Category_1,19,Category_7,Youth Olympic,F,Category_3,16.021,m,45.406,2.696,29.032,Category_7,0.748
Category_8,25,Category_3,Series,F,Category_1,19.654,m,-7.818,4.857,27.07,Category_3,0.663
Category_7,24,Category_2,Junior,SF,Category_9,21.205,m,41.297,1.976,26.515,Category_8,0.579
Category_8,25,Category_6,World Championships,F,Category_5,11.631,m,40.367,3.732,29.097,Category_4,0.648
Category_6,18,Category_8,Olympic,SF,Category_8,22.044,m,38.719,7.842,25.114,Category_3,0.668
Category_9,19,Category_4,World Cup,SF,Category_5,24.452,m,37.317,6.552,25.245,Category_7,0.608
Category_3,32,Category_9,Series,H,Category_8,18.943,m,35.291,6.819,25.102,Category_7,0.654
Category_4,18,Category_8,Youth Olympic,SF,Category_7,19.018,m,-27.668,2.348,23.941,Category_9,0.654
Category_6,22,Category_7,World Cup,H,Category_4,17.366,m,11.876,0.472,26.358,Category_7,0.744
Category_8,19,Category_7,Series,SF,Category_7,19.791,m,57.052,3.717,27.235,Category_6,0.634
Category_5,20,Category_3,World Cup,F,Category_6,18.112,m,63.773,-0.962,24.564,Category_3,0.707
Category_3,31,Category_6,Youth Olympic,SF,Category_3,26.411,m,20.418,5.89,26.608,Category_4,0.658
Category_6,25,Category_5,World Championships,F,Category_9,20.937,m,5.129,6.616,25.537,Category_8,0.703
Category_4,29,Category_1,Series,H,Category_9,11.535,m,53.073,2.838,26.674,Category_6,0.727
Category_9,27,Category_3,World Cup,F,Category_5,22.782,m,40.349,6.209,29.993,Category_9,0.682
Category_3,34,Category_1,25m,SF,Category_8,27.534,m,29.036,6.196,27.029,Category_8,0.662
Category_4,28,Category_4,World Cup,F,Category_7,22.528,m,57.224,2.011,27.073,Category_8,0.716
Category_7,19,Category_3,Olympic,H,Category_9,25.345,m,-1.236,3.789,31.288,Category_7,0.599
Category_7,21,Category_4,Youth Olympic,F,Category_7,23.223,m,65.793,3.621,25.735,Category_1,0.672
Category_4,18,Category_9,Junior,F,Category_4,24.522,m,-10.499,7.073,28.178,Category_5,0.609
Category_6,32,Category_3,World Cup,SF,Category_4,24.32,m,8.891,6.579,25.682,Category_7,0.7
Category_3,30,Category_6,World Championships,SF,Category_8,24.367,m,2.712,6.185,28.556,Category_9,0.669
Category_6,25,Category_6,25m,F,Category_6,21.731,m,15.846,3.391,24.867,Category_4,0.661
Category_2,21,Category_7,25m,H,Category_9,13.325,m,41.302,8.14,26.111,Category_8,0.648
Category_8,27,Category_9,Junior,F,Category_7,15.914,m,51.969,5.221,25.617,Category_1,0.695
Category_2,22,Category_7,Olympic,H,Category_7,15.99,m,30.197,5.996,24.565,Category_4,0.584
Category_7,33,Category_1,Junior,H,Category_4,9.971,m,-4.069,9.04,22.202,Category_4,0.75
Category_9,18,Category_8,Olympic,H,Category_3,18.622,m,-24.779,6.407,27.73,Category_2,0.658
Category_1,29,Category_5,World Cup,F,Category_8,26.278,m,56.781,4.479,25.452,Category_3,0.606
Category_8,19,Category_9,Youth Olympic,H,Category_7,14.478,m,53.234,3.547,26.249,Category_3,0.547
Category_7,25,Category_5,World Championships,F,Category_4,23.434,m,63.212,0.501,26.559,Category_9,0.657
Category_6,33,Category_5,25m,H,Category_4,22.61,m,28.738,0.914,23.643,Category_7,0.675
Category_6,22,Category_2,Junior,H,Category_1,21.373,m,51.675,6.884,25.984,Category_2,0.678
Category_6,30,Category_3,World Championships,F,Category_7,25.314,m,14.211,-0.095,22.943,Category_9,0.599
Category_9,20,Category_9,Olympic,SF,Category_1,20.25,m,46.301,7.267,25.839,Category_8,0.609
Category_2,25,Category_7,Youth Olympic,SF,Category_4,26.717,m,18.791,6.754,30.11,Category_6,0.725
Category_1,29,Category_1,25m,F,Category_3,19.596,m,9.205,2.643,25.668,Category_6,0.595
Category_6,19,Category_3,25m,F,Category_3,21.842,m,39.179,5.222,24.338,Category_2,0.669
Category_8,28,Category_2,Olympic,SF,Category_1,19.835,m,37.683,6.194,25.772,Category_3,0.647
Category_3,29,Category_1,Youth Olympic,SF,Category_4,16.599,m,58.65,5.001,30.263,Category_6,0.64
Category_1,30,Category_9,25m,SF,Category_1,14.849,m,-4.269,7.809,25.861,Category_3,0.652
Category_9,22,Category_8,Youth Olympic,F,Category_8,22.801,m,59.094,1.344,23.46,Category_7,0.64
Category_1,29,Category_5,25m,H,Category_1,25.996,m,36.254,6.017,22.858,Category_5,0.639
Category_3,19,Category_2,World Cup,F,Category_6,21.431,m,63.129,3.274,25.957,Category_4,0.709
Category_8,22,Category_1,Olympic,SF,Category_7,22.548,m,62.833,0.491,28.616,Category_8,0.646
Category_3,24,Category_7,Youth Olympic,H,Category_2,13.99,m,-37.186,1.915,27.804,Category_2,0.61
Category_4,29,Category_2,World Championships,F,Category_4,22.015,m,62.575,3.482,29.237,Category_3,0.661
Category_8,33,Category_1,World Cup,SF,Category_3,11.816,m,63.848,4.832,28.211,Category_4,0.617
Category_1,25,Category_2,Series,F,Category_9,15.474,m,-3.517,2.554,26.866,Category_6,0.616
Category_6,26,Category_7,World Championships,H,Category_7,25.942,m,-12.213,3.527,21.08,Category_5,0.73
Category_1,32,Category_7,Olympic,SF,Category_2,20.478,m,54.728,3.799,29.863,Category_5,0.656
Category_1,22,Category_6,25m,F,Category_6,20.859,m,35.788,2.607,23.663,Category_7,0.607
Category_8,30,Category_5,Series,H,Category_9,22.713,m,14.128,3.378,31.883,Category_8,0.66
Category_4,22,Category_3,World Championships,H,Category_3,23.724,m,73.753,6.186,25.168,Category_6,0.667
Category_1,28,Category_3,World Cup,F,Category_6,19.301,m,41.2,8.838,25.259,Category_3,0.655
Category_7,27,Category_9,Series,H,Category_3,21.633,m,-27.227,5.288,25.679,Category_4,0.643
Category_5,30,Category_4,Series,SF,Category_3,20.134,m,3.38,5.099,26.871,Category_1,0.602
Category_5,26,Category_9,Youth Olympic,H,Category_4,14.082,m,62.395,4.576,23.851,Category_5,0.646
Category_1,31,Category_4,Junior,F,Category_9,18.954,m,33.558,3.811,24.911,Category_8,0.629
Category_6,32,Category_2,World Championships,SF,Category_8,22.13,m,11.913,6.193,28.88,Category_3,0.659
Category_9,27,Category_4,Junior,H,Category_1,18.828,m,45.496,7.197,29.767,Category_4,0.683
Category_9,24,Category_6,Olympic,H,Category_1,18.866,m,15.123,1.912,24.43,Category_4,0.743
Category_8,25,Category_6,World Championships,SF,Category_7,23.658,m,-3.195,7.333,27.569,Category_6,0.699
Category_5,20,Category_5,World Championships,SF,Category_3,21.088,m,61.661,8.78,25.699,Category_9,0.543
Category_1,32,Category_1,Youth Olympic,H,Category_7,21.877,m,65.981,2.291,27.937,Category_3,0.674
Category_9,33,Category_3,25m,SF,Category_9,13.699,m,46.317,7.043,24.883,Category_4,0.732
Category_1,21,Category_5,World Cup,F,Category_3,22.276,m,-11.432,8.805,28.437,Category_6,0.658
Category_8,23,Category_6,World Cup,H,Category_3,15.835,m,85.538,6.539,26.551,Category_6,0.734
Category_5,18,Category_1,World Cup,F,Category_2,20.32,m,84.56,4.341,25.767,Category_7,0.615
Category_3,21,Category_9,Olympic,H,Category_1,16.022,m,69.004,6.694,26.76,Category_1,0.625
Category_7,28,Category_3,Series,F,Category_9,24.281,m,41.235,2.772,29.993,Category_9,0.657
Category_7,29,Category_3,25m,F,Category_6,27.992,m,35.142,4.004,26.635,Category_2,0.658
Category_9,22,Category_2,Junior,SF,Category_6,19.811,m,45.061,2.969,27.463,Category_4,0.702
Category_7,33,Category_8,World Cup,H,Category_8,19.772,m,-0.173,1.454,27.038,Category_3,0.665
Category_3,30,Category_3,Junior,SF,Category_5,24.686,m,16.92,4.877,27.047,Category_3,0.66
Category_1,30,Category_6,25m,SF,Category_9,22.787,m,15.737,5.524,29.499,Category_5,0.775
Category_8,34,Category_2,Olympic,H,Category_5,20.126,m,49.928,6.407,28.658,Category_7,0.63
Category_3,24,Category_7,25m,F,Category_2,21.945,m,39.611,-6.263,23.874,Category_7,0.722
Category_8,25,Category_4,Youth Olympic,H,Category_6,28.82,m,5.079,5.225,28.039,Category_7,0.683
Category_8,30,Category_9,Series,H,Category_9,17.641,m,-13.094,4.969,30.359,Category_3,0.648
Category_5,33,Category_9,World Cup,H,Category_3,17.997,m,42.721,2.086,26.334,Category_9,0.676
Category_1,21,Category_7,Olympic,SF,Category_4,23.709,m,2.073,3.679,28.706,Category_6,0.628
Category_7,25,Category_8,Youth Olympic,H,Category_8,29.162,m,-3.428,6.633,20.808,Category_8,0.668
Category_5,33,Category_3,World Cup,H,Category_6,21.154,m,92.595,5.014,24.734,Category_1,0.664
Category_8,27,Category_5,25m,H,Category_7,13.347,m,98.703,4.731,32.067,Category_4,0.686
Category_9,29,Category_2,25m,F,Category_7,22.036,m,19.668,6.975,28.507,Category_7,0.659
Category_7,29,Category_7,World Championships,F,Category_4,18.249,m,-19.706,10.479,27.318,Category_9,0.739
Category_7,22,Category_8,World Championships,F,Category_6,22.391,m,67.223,4.177,30.857,Category_3,0.625
Category_1,33,Category_9,25m,F,Category_9,14.797,m,42.162,5.383,24.418,Category_6,0.634
Category_4,18,Category_7,25m,SF,Category_3,14.315,m,54.593,2.577,29.611,Category_8,0.675
Category_2,26,Category_8,Junior,SF,Category_8,19.193,m,14.348,10.06,24.971,Category_3,0.628
Category_2,29,Category_9,Series,H,Category_7,27.258,m,2.787,3.444,27.048,Category_6,0.695
Category_2,22,Category_6,Junior,SF,Category_4,14.746,m,25.673,0.319,23.296,Category_9,0.723
Category_4,20,Category_2,Series,F,Category_3,19.096,m,37.526,6.307,26.005,Category_9,0.641
Category_1,22,Category_2,Youth Olympic,H,Category_7,14.364,m,11.578,0.806,29.729,Category_6,0.668
Category_4,19,Category_4,World Championships,H,Category_9,21.621,m,69.681,7.966,25.727,Category_5,0.694
Category_2,31,Category_9,World Championships,F,Category_3,21.338,m,-17.242,6.227,27.917,Category_1,0.704
Category_5,19,Category_7,25m,F,Category_9,14.529,m,44.258,2.241,25.78,Category_3,0.82
Category_3,30,Category_2,25m,F,Category_8,25.749,m,36.15,6.427,27.781,Category_3,0.604
Category_8,24,Category_8,Youth Olympic,SF,Category_3,12.468,m,67.451,3.952,28.467,Category_4,0.731
Category_4,27,Category_7,Olympic,H,Category_8,26.944,m,5.051,5.826,25.362,Category_5,0.636
Category_1,30,Category_9,Olympic,F,Category_4,26.108,m,52.754,1.616,24.953,Category_8,0.638
Category_1,33,Category_8,Olympic,H,Category_6,21.686,m,46.201,1.465,25.964,Category_9,0.671
Category_3,31,Category_3,World Championships,H,Category_2,24.129,m,39.527,5.558,25.916,Category_7,0.667
Category_9,28,Category_1,Junior,SF,Category_8,19.684,m,7.134,9.417,22.425,Category_6,0.721
Category_7,27,Category_2,Olympic,H,Category_9,14.048,m,10.384,3.184,27.572,Category_3,0.599
Category_2,23,Category_2,World Cup,F,Category_7,21.4,m,24.044,2.998,27.674,Category_9,0.531
Category_9,21,Category_4,Youth Olympic,F,Category_8,13.921,m,18.132,3.94,22.921,Category_1,0.751
Category_2,18,Category_6,Olympic,H,Category_7,20.376,m,68.634,1.513,28.672,Category_9,0.6
Category_3,24,Category_4,World Cup,H,Category_4,15.303,m,36.416,6.137,25.969,Category_3,0.71
Category_2,26,Category_9,Olympic,SF,Category_1,24.457,m,55.302,6.997,27.558,Category_9,0.727
Category_3,25,Category_4,Junior,F,Category_3,21.994,m,-9.042,5.963,26.3,Category_1,0.715
Category_6,22,Category_6,Junior,F,Category_7,23.228,m,-20.238,4.356,27.553,Category_8,0.687
Category_9,27,Category_6,Olympic,H,Category_7,21.829,m,27.439,2.249,27.097,Category_6,0.698
Category_9,28,Category_1,World Cup,H,Category_3,28.203,m,-4.087,9.859,28.757,Category_9,0.641
Category_7,32,Category_8,Youth Olympic,H,Category_1,24.652,m,33.675,2.661,26.846,Category_4,0.579
Category_3,23,Category_3,World Cup,F,Category_9,27.47,m,8.379,2.603,28.487,Category_5,0.649
Category_4,32,Category_6,Youth Olympic,H,Category_6,16.697,m,41.305,0.358,29.95,Category_6,0.64
Category_6,22,Category_3,Olympic,SF,Category_7,18.176,m,10.105,1.27,26.663,Category_9,0.622
Category_5,27,Category_2,Youth Olympic,SF,Category_1,10.394,m,48.606,5.636,26.267,Category_6,0.667
Category_2,29,Category_5,25m,H,Category_1,18.798,m,7.293,3.723,28.069,Category_9,0.577
Category_6,21,Category_1,World Championships,SF,Category_4,20.274,m,-20.878,2.645,22.345,Category_2,0.721
Category_3,33,Category_9,Series,SF,Category_7,22.218,m,56.962,2.808,24.934,Category_4,0.661
Category_8,25,Category_7,World Championships,SF,Category_8,18.224,m,10.51,3.508,24.858,Category_3,0.642
Category_2,21,Category_3,Junior,SF,Category_9,23.468,m,71.854,3.137,28.046,Category_4,0.651
Category_1,29,Category_4,25m,SF,Category_1,23.178,m,14.154,8.231,27.169,Category_1,0.657
Category_9,19,Category_6,World Championships,F,Category_4,18.462,m,8.965,3.858,29.608,Category_2,0.618
Category_3,21,Category_3,Olympic,H,Category_4,16.455,m,24.396,5.134,29.477,Category_4,0.618
Category_1,22,Category_7,Youth Olympic,SF,Category_3,20.694,m,16.478,4.92,22.563,Category_4,0.606
Category_7,20,Category_6,Youth Olympic,H,Category_7,20.832,m,36.147,5.004,23.162,Category_5,0.601
Category_5,26,Category_9,World Cup,SF,Category_1,17.906,m,44.067,3.861,26.926,Category_9,0.626
Category_5,28,Category_5,World Cup,F,Category_9,19.349,m,48.412,3.606,23.466,Category_1,0.658
Category_1,20,Category_4,Youth Olympic,F,Category_8,14.554,m,30.077,6.359,22.538,Category_8,0.714
Category_9,19,Category_3,Olympic,SF,Category_2,23.229,m,-10.462,5.316,25.231,Category_3,0.594
Category_7,26,Category_1,Youth Olympic,SF,Category_2,23.296,m,81.908,2.905,22.292,Category_9,0.706
Category_8,31,Category_3,World Cup,SF,Category_8,20.624,m,21.952,-2.274,24.599,Category_8,0.592
Category_9,21,Category_3,World Championships,F,Category_1,23.589,m,20.458,3.279,28.394,Category_8,0.669
Category_6,26,Category_7,Junior,F,Category_7,20.964,m,29.987,1.422,25.781,Category_9,0.596
Category_5,30,Category_7,World Cup,H,Category_9,27.109,m,25.047,2.499,30.109,Category_4,0.608
Category_6,32,Category_1,Olympic,F,Category_3,15.057,m,-17.576,1.516,25.602,Category_5,0.679
Category_2,27,Category_3,World Championships,SF,Category_7,21.256,m,49.005,7.632,28.048,Category_7,0.678
Category_4,33,Category_8,World Championships,H,Category_6,24.159,m,9.029,7.615,25.686,Category_2,0.698
Category_3,29,Category_9,World Championships,F,Category_7,26.595,m,23.256,6.643,26.37,Category_7,0.623
Category_7,22,Category_7,25m,F,Category_7,23.701,m,82.936,3.952,25.986,Category_3,0.709
Category_9,19,Category_7,25m,SF,Category_1,16.126,m,59.591,3.133,28.055,Category_6,0.735
Category_5,27,Category_8,Series,H,Category_3,13.573,m,78.721,1.091,28.422,Category_6,0.675
Category_6,18,Category_6,World Championships,F,Category_1,19.718,m,13.137,7.028,31.339,Category_6,0.584
Category_2,24,Category_3,Olympic,F,Category_5,21.918,m,53.448,6.915,26.874,Category_2,0.578
Category_3,34,Category_1,Youth Olympic,SF,Category_3,24.33,m,44.086,5.989,28.037,Category_9,0.671
Category_3,33,Category_7,Olympic,H,Category_1,15.888,m,30.968,2.042,24.601,Category_8,0.639
Category_9,20,Category_1,25m,H,Category_2,22.948,m,11.029,3.944,28.342,Category_7,0.62
Category_7,31,Category_1,World Cup,H,Category_5,9.342,m,63.606,4.48,26.897,Category_9,0.657
Category_8,27,Category_9,Series,H,Category_3,17.361,m,17.804,0.42,21.033,Category_4,0.648
Category_9,24,Category_7,25m,SF,Category_6,23.981,m,36.437,8.296,24.946,Category_2,0.657
Category_6,34,Category_4,Youth Olympic,F,Category_9,15.492,m,58.693,1.443,22.317,Category_4,0.625
Category_4,23,Category_6,Junior,F,Category_6,15.855,m,4.551,2.853,25.23,Category_3,0.753
Category_1,21,Category_1,Series,H,Category_2,18.247,m,1.345,0.408,27.51,Category_2,0.616
Category_8,34,Category_7,25m,H,Category_2,21.153,m,104.617,4.273,26.19,Category_2,0.652
Category_7,26,Category_6,Olympic,H,Category_8,15.807,m,7.893,4.162,28.186,Category_8,0.573
Category_2,21,Category_4,Series,F,Category_8,20.288,m,78.851,7.19,21.72,Category_5,0.613
Category_8,24,Category_7,Olympic,F,Category_6,18.633,m,31.014,2.439,28.932,Category_6,0.606
Category_5,19,Category_3,World Championships,H,Category_7,25.212,m,20.332,2.1,27.377,Category_8,0.64
Category_7,34,Category_1,World Championships,SF,Category_1,18.419,m,23.175,4.972,24.082,Category_7,0.653
Category_4,25,Category_4,World Championships,F,Category_9,20.538,m,30.75,-0.341,26.787,Category_7,0.646
Category_5,32,Category_3,Series,F,Category_5,21.109,m,70.863,8.056,31.622,Category_7,0.64
Category_8,32,Category_1,Junior,H,Category_9,18.684,m,54.194,1.517,30.038,Category_7,0.674
Category_1,25,Category_2,Youth Olympic,SF,Category_2,23.606,m,26.47,9.252,30.502,Category_8,0.678
Category_1,33,Category_5,Series,H,Category_8,24.466,m,-20.921,2.822,26.377,Category_1,0.558
Category_4,28,Category_8,World Cup,H,Category_7,18.398,m,33.124,1.258,29.321,Category_3,0.712
Category_3,19,Category_1,Olympic,SF,Category_4,21.634,m,36.338,6.211,29.7,Category_1,0.676
